Date	Price	Open	High	Low	Vol.	Change %
14-02-24	12,095.00	11,464.30	12,698.35	11,464.30		1.57%
13-02-24	11,907.50	11,684.95	12,353.40	11,671.03		2.04%
12-02-24	11,670.00	11,464.30	12,254.55	11,386.45		1.92%
09-02-24	11,450.00	11,305.15	12,023.20	10,706.88		1.39%
08-02-24	11,292.50	11,122.00	11,856.30	11,122.00		1.64%
07-02-24	11,110.00	10,732.35	11,664.15	10,676.25		1.67%
06-02-24	10,927.50	10,707.50	11,419.30	10,315.09		-1.63%
05-02-24	11,108.40	10,513.95	11,108.40	10,327.35		5.65%
02-02-24	10,513.95	10,327.35	10,895.25	9,973.28		1.93%
01-02-24	10,315.00	9,985.13	10,779.25	9,985.13		1.60%
31-01-24	10,152.50	9,985.13	10,533.09	9,651.60		1.75%
30-01-24	9,977.50	10,139.82	10,347.27	9,366.69		1.66%
29-01-24	9,815.00	9,720.40	10,252.68	8,240.27		1.60%
26-01-24	9,660.00	9,510.79	10,021.59	9,287.68		1.71%
25-01-24	9,497.50	9,729.80	9,974.44	8,999.93		0.88%
24-01-24	9,415.00	9,262.07	9,838.10	9,097.61		13.03%
23-01-24	8,330.00	9,113.48	9,597.99	8,330.00		-8.51%
22-01-24	9,105.00	9,010.65	9,557.77	8,817.41		-1.30%
19-01-24	9,224.93	8,890.00	9,337.43	8,664.41		2.43%
18-01-24	9,006.19	8,571.13	9,270.62	8,834.69		0.49%
17-01-24	8,961.89	8,966.79	9,074.87	8,742.46		3.84%
16-01-24	8,630.21	8,832.83	9,011.00	8,630.21		-0.65%
15-01-24	8,686.38	8,686.38	8,686.38	8,686.38		4.26%
12-01-24	8,331.62	8,331.62	8,331.62	8,331.62		4.80%
11-01-24	7,950.01	7,950.01	7,950.01	7,950.01		13.95%
10-01-24	6,976.81	6,976.81	6,976.81	6,976.81		0.98%
09-01-24	6,908.99	6,908.99	6,924.99	6,664.41		6.83%
08-01-24	6,467.02	6,467.02	6,467.02	6,467.02		1.07%
05-01-24	6,398.78	6,398.78	6,398.78	6,398.78		2.03%
04-01-24	6,271.37	6,565.31	6,565.31	6,271.37		-1.14%
03-01-24	6,343.67	6,085.00	6,343.67	6,006.26		4.74%
02-01-24	6,056.31	5,934.70	6,393.66	5,934.70		-0.92%
29-12-23	6,112.78	5,985.83	6,166.86	5,980.00		2.12%
28-12-23	5,985.83	5,946.44	5,985.83	5,946.44		0.66%
27-12-23	5,946.44	5,934.70	5,946.44	5,787.07		2.75%
21-12-23	5,787.07	5,927.64	5,942.53	5,783.36		-2.49%
20-12-23	5,934.70	5,926.60	6,198.55	5,847.93		0.14%
19-12-23	5,926.60	5,956.50	5,956.50	5,917.17		0.04%
18-12-23	5,924.22	5,909.27	6,195.31	5,906.18		0.08%
15-12-23	5,919.29	5,916.30	5,919.29	5,916.30		0.05%
14-12-23	5,916.30	5,903.39	5,916.30	5,689.86		0.58%
13-12-23	5,882.00	5,848.35	5,910.42	5,841.39		-1.43%
12-12-23	5,967.62	5,839.24	6,118.86	5,839.24		2.08%
11-12-23	5,846.19	5,842.72	6,029.02	5,835.77		-2.26%
08-12-23	5,981.67	5,837.76	6,111.17	5,830.81		2.47%
07-12-23	5,837.76	5,827.80	5,837.76	5,827.80		0.05%
06-12-23	5,834.74	5,808.38	5,834.74	5,801.47		0.45%
05-12-23	5,808.38	5,797.02	6,079.24	5,797.02		0.08%
04-12-23	5,803.92	5,797.98	6,080.42	5,791.08		0.10%
01-12-23	5,797.98	5,797.98	6,068.41	5,775.99		0.00%
30-11-23	5,797.98	5,796.95	5,797.98	5,783.96		0.02%
29-11-23	5,796.95	5,785.33	6,079.56	5,778.44		0.20%
28-11-23	5,785.33	5,783.94	5,790.82	5,777.05		-2.30%
27-11-23	5,921.48	5,783.11	5,964.81	5,710.91		0.01%
24-11-23	5,920.64	5,782.87	5,920.64	5,566.33		2.38%
23-11-23	5,782.87	5,781.15	5,782.87	5,638.34		0.03%
22-11-23	5,781.15	5,961.94	6,062.99	5,761.47		0.36%
21-11-23	5,760.30	5,767.16	6,049.54	5,688.30		-2.44%
20-11-23	5,904.31	5,765.39	6,048.32	5,758.53		2.41%
17-11-23	5,765.39	5,763.59	5,770.45	5,756.73		0.05%
16-11-23	5,762.56	5,762.56	5,943.82	5,755.71		0.00%
15-11-23	5,762.56	5,748.73	5,762.56	5,741.89		0.38%
14-11-23	5,740.58	6,013.03	6,028.98	5,668.82		0.00%
13-11-23	5,740.58	5,740.58	6,027.60	5,668.32		-2.42%
10-11-23	5,883.01	5,745.89	6,026.50	5,689.70		2.39%
09-11-23	5,745.89	5,745.56	6,026.02	5,738.72		0.01%
08-11-23	5,745.56	5,727.12	6,025.66	5,720.31		0.32%
07-11-23	5,727.12	5,726.53	6,006.33	5,719.85		-2.32%
06-11-23	5,863.00	5,726.53	6,006.00	5,719.72		2.38%
03-11-23	5,726.53	5,725.79	6,005.71	5,718.98		-4.64%
02-11-23	6,004.93	5,718.41	6,004.93	5,646.93		2.45%
01-11-23	5,861.37	5,718.41	6,004.33	5,637.69		2.73%
31-10-23	5,705.75	5,965.94	5,983.91	5,696.38		-2.29%
30-10-23	5,839.46	5,703.16	5,981.88	5,703.16		2.39%
27-10-23	5,703.16	5,881.51	5,962.81	5,695.92		0.01%
26-10-23	5,702.70	5,693.78	5,980.72	5,677.37		0.43%
25-10-23	5,678.50	5,677.37	5,978.47	5,669.58		-0.25%
24-10-23	5,692.51	5,675.00	5,693.40	5,667.08		0.40%
23-10-23	5,670.00	5,677.37	5,958.08	5,667.08		0.00%
20-10-23	5,670.00	5,674.97	5,932.93	5,657.50		0.09%
19-10-23	5,665.00	5,907.35	5,951.63	5,628.64		-3.45%
18-10-23	5,867.55	5,631.50	5,893.00	5,867.55		4.22%
17-10-23	5,630.00	5,655.00	5,909.89	5,627.00		-0.22%
16-10-23	5,642.50	5,634.99	5,909.89	5,631.21		0.01%
13-10-23	5,641.70	5,634.15	5,648.42	5,634.15		0.57%
12-10-23	5,610.00	5,635.00	5,909.89	5,594.38		-0.54%
11-10-23	5,640.54	5,594.38	5,915.53	5,594.38		0.71%
10-10-23	5,601.04	5,640.02	5,874.10	5,313.95		0.01%
09-10-23	5,600.22	5,592.96	5,873.24	5,313.32		-4.64%
06-10-23	5,872.61	5,592.88	5,872.61	5,313.32		0.00%
05-10-23	5,872.53	5,591.96	5,872.53	5,591.96		5.53%
04-10-23	5,565.00	5,562.00	5,871.56	5,408.03		0.00%
03-10-23	5,565.00	5,603.42	5,840.10	5,475.53		0.36%
02-10-23	5,545.00	5,466.75	5,823.37	5,440.65		-1.04%
29-09-23	5,603.42	5,512.40	5,740.09	5,382.87		5.87%
28-09-23	5,292.50	5,258.91	5,652.01	4,998.84		0.71%
27-09-23	5,255.00	5,215.96	5,515.29	5,205.88		0.72%
26-09-23	5,217.50	5,194.01	5,476.76	5,047.80		0.45%
25-09-23	5,194.00	5,176.97	5,460.21	5,149.00		0.33%
22-09-23	5,176.97	5,252.41	5,429.35	5,119.59		1.21%
21-09-23	5,115.00	5,005.00	5,375.57	4,990.91		2.35%
20-09-23	4,997.50	5,230.97	5,266.20	4,983.41		0.00%
19-09-23	4,997.50	4,780.88	5,246.82	4,780.88		1.47%
18-09-23	4,925.00	4,835.44	5,170.92	4,769.31		2.07%
15-09-23	4,825.00	4,714.53	5,047.02	4,649.40		2.22%
14-09-23	4,720.00	4,695.00	4,950.26	4,608.03		-4.60%
13-09-23	4,947.78	4,780.88	4,947.78	4,630.52		5.38%
12-09-23	4,695.00	4,780.88	4,930.23	4,582.47		0.64%
11-09-23	4,665.00	4,859.91	4,897.49	4,627.90		0.00%
08-09-23	4,665.00	4,653.51	4,881.70	4,628.67		0.00%
07-09-23	4,665.00	4,650.00	4,881.49	4,627.68		-2.71%
06-09-23	4,794.88	4,622.50	4,894.99	4,580.42		-2.35%
05-09-23	4,910.32	4,817.78	4,910.36	4,582.92		6.38%
04-09-23	4,615.81	4,822.19	4,840.84	4,527.99		0.01%
01-09-23	4,615.35	4,815.48	4,840.43	4,528.86		0.04%
31-08-23	4,613.59	4,814.59	4,892.92	4,580.94		-0.04%
30-08-23	4,615.60	4,795.84	4,998.84	4,498.24		0.76%
29-08-23	4,580.99	4,575.78	4,804.33	4,564.87		0.11%
28-08-23	4,575.78	4,572.23	4,799.40	4,559.69		0.20%
25-08-23	4,566.80	4,573.82	4,773.65	4,532.90		-0.72%
24-08-23	4,600.00	4,575.00	4,800.20	4,548.40		-0.27%
22-08-23	4,612.50	4,576.74	4,799.77	4,548.38		0.82%
21-08-23	4,575.00	4,811.11	4,877.36	4,418.89		-0.54%
18-08-23	4,600.00	4,805.93	4,877.36	4,413.52		0.00%
17-08-23	4,600.00	4,557.11	4,829.27	4,432.25		0.82%
16-08-23	4,562.54	4,783.54	4,807.75	4,511.80		-0.33%
15-08-23	4,577.50	4,612.50	4,625.00	4,575.00		-0.49%
14-08-23	4,600.00	4,600.00	4,600.00	4,600.00		-3.84%
11-08-23	4,783.54	4,762.09	4,808.51	4,480.21		0.45%
10-08-23	4,762.09	4,765.98	4,809.71	4,481.23		1.89%
09-08-23	4,673.74	4,764.93	4,810.53	4,481.01		-2.12%
08-08-23	4,774.98	4,561.59	5,036.33	4,475.93		4.68%
07-08-23	4,561.59	4,561.59	4,804.96	4,469.57		-4.19%
04-08-23	4,761.19	4,562.50	4,806.75	4,480.42		4.64%
03-08-23	4,550.00	4,569.54	5,061.32	4,459.20		0.00%
02-08-23	4,550.00	4,511.93	5,026.01	4,470.47		0.72%
01-08-23	4,517.50	4,717.65	5,063.25	4,454.86		-0.50%
31-07-23	4,540.00	4,517.14	4,998.84	4,442.74		0.44%
28-07-23	4,520.00	4,537.50	4,998.84	4,454.67		-2.12%
27-07-23	4,618.06	4,618.06	4,998.84	4,448.19		1.05%
26-07-23	4,570.00	4,716.77	4,761.82	4,459.44		0.72%
25-07-23	4,537.50	4,727.09	4,998.84	4,460.28		0.28%
24-07-23	4,525.00	4,537.49	4,998.84	4,468.31		-7.46%
21-07-23	4,890.00	4,998.84	4,998.84	4,514.81		0.00%
20-07-23	4,890.00	4,998.84	4,998.84	4,752.27		0.00%
19-07-23	4,890.00	4,771.39	4,890.00	4,771.39		0.00%
18-07-23	4,890.00	4,925.00	4,998.84	4,875.00		-2.69%
17-07-23	5,025.00	4,998.84	5,036.91	4,883.82		0.50%
14-07-23	5,000.00	4,998.84	5,115.13	4,927.37		0.05%
13-07-23	4,997.50	5,025.00	5,036.91	4,975.53		-6.15%
12-07-23	5,325.00	5,297.88	5,325.00	4,965.19		0.00%
11-07-23	5,325.00	5,300.00	5,775.00	5,235.66		0.70%
10-07-23	5,287.89	5,251.07	5,319.36	5,235.66		-2.53%
07-07-23	5,425.00	5,412.50	5,449.43	5,237.01		0.23%
06-07-23	5,412.55	5,400.00	5,602.35	5,319.88		-5.65%
05-07-23	5,736.67	5,831.64	5,831.64	5,379.03		-0.05%
04-07-23	5,739.80	5,775.00	5,963.93	5,739.80		-0.09%
03-07-23	5,745.00	5,739.80	5,963.93	5,726.65		0.00%
30-06-23	5,745.00	6,299.32	6,338.54	5,728.08		-8.95%
29-06-23	6,310.00	7,100.00	7,100.00	6,269.35		-0.63%
28-06-23	6,350.00	6,326.59	6,883.74	6,282.63		-7.60%
27-06-23	6,872.50	7,100.00	7,100.00	6,870.17		0.00%
26-06-23	6,872.50	6,840.55	7,100.00	6,813.20		-0.04%
23-06-23	6,875.00	7,100.00	7,100.00	6,825.05		0.36%
22-06-23	6,850.00	6,851.59	7,100.00	6,808.10		0.85%
21-06-23	6,792.50	7,100.00	7,100.00	6,776.93		-1.66%
20-06-23	6,906.97	7,100.00	7,100.00	6,906.97		4.81%
19-06-23	6,590.00	6,767.79	7,100.00	6,590.00		1.38%
16-06-23	6,500.00	6,688.41	6,688.41	5,543.09		-1.52%
15-06-23	6,600.00	6,158.75	6,605.07	5,543.09		0.00%
14-06-23	6,600.00	5,725.00	6,600.00	5,633.12		19.07%
13-06-23	5,543.08	5,247.10	5,730.22	5,247.10		7.01%
12-06-23	5,180.00	5,086.33	5,310.53	5,086.33		5.71%
09-06-23	4,900.00	4,877.50	5,177.28	4,826.06		0.51%
08-06-23	4,875.00	3,673.77	5,177.44	3,673.77		76.63%
07-06-23	2,760.00	2,755.00	3,820.72	2,755.00		1.28%
06-06-23	2,725.00	2,670.02	2,880.73	2,670.02		0.00%
05-06-23	2,725.00	2,670.02	2,741.92	2,645.52		4.41%
02-06-23	2,610.00	2,584.50	2,776.82	2,572.96		1.79%
01-06-23	2,564.00	2,577.06	2,715.61	2,043.98		0.00%
31-05-23	2,564.00	1,989.11	2,584.57	1,970.56		28.84%
30-05-23	1,990.00	1,931.71	2,008.55	1,915.34		-2.64%
29-05-23	2,043.98	2,008.98	2,043.98	2,008.98		5.63%
26-05-23	1,935.00	1,886.50	2,008.98	1,863.24		2.49%
25-05-23	1,888.00	1,888.00	1,888.00	1,888.00		0.00%
24-05-23	1,888.00	1,448.94	1,974.91	1,448.94		30.21%
23-05-23	1,450.00	1,496.96	1,514.14	1,442.73		0.00%
22-05-23	1,450.00	1,405.00	1,450.00	1,405.00		-3.14%
19-05-23	1,496.96	1,471.17	1,496.96	1,471.17		1.75%
18-05-23	1,471.17	1,468.02	1,471.17	1,468.02		0.21%
17-05-23	1,468.02	1,310.07	1,468.02	1,310.07		12.06%
16-05-23	1,310.07	1,310.07	1,310.07	1,310.07		0.00%
15-05-23	1,310.07	1,290.94	1,310.07	1,290.94		1.48%
12-05-23	1,290.94	1,290.94	1,290.94	1,290.94		8.48%
11-05-23	1,190.00	1,166.00	1,191.50	1,166.00		6.35%
09-05-23	1,118.98	1,118.98	1,118.98	1,118.98		1.30%
08-05-23	1,104.58	1,104.58	1,104.58	1,104.58		2.34%
04-05-23	1,079.36	1,079.36	1,079.36	1,079.36		1.36%
03-05-23	1,064.85	1,064.85	1,064.85	1,064.85		2.84%
02-05-23	1,035.44	1,047.44	1,047.44	1,035.44		0.33%
28-04-23	1,032.00	1,033.60	1,065.35	1,021.82		-0.05%
27-04-23	1,032.50	1,021.21	1,043.78	1,011.11		1.21%
26-04-23	1,020.19	1,021.21	1,027.59	1,008.61		1.01%
25-04-23	1,010.00	1,000.00	1,010.00	1,000.00		1.00%
24-04-23	1,000.00	1,001.00	1,001.00	1,000.00		-0.10%
21-04-23	1,001.00	1,000.02	1,007.70	993.511		0.00%
20-04-23	1,001.00	989.068	1,007.51	975.029		1.31%
19-04-23	988.079	978.949	989.068	978.949		1.08%
18-04-23	977.5	977.5	977.5	977.5		0.00%
17-04-23	977.5	969.01	988.485	954.49		0.88%
14-04-23	969	963.553	985.521	951.758		0.67%
13-04-23	962.59	959.311	963.553	959.311		1.43%
12-04-23	949	949.827	969.176	934.388		0.01%
11-04-23	948.877	949.827	949.827	949.827		0.68%
10-04-23	942.5	944	944	942.5		-0.16%
07-04-23	944	944	944.5	943.5		0.00%
06-04-23	944	944.714	960.495	928.829		0.05%
05-04-23	943.5	932.487	959.385	920.71		0.89%
04-04-23	935.187	932.487	936.123	932.487		0.39%
03-04-23	931.555	916.658	932.487	916.658		0.76%
29-03-23	924.5	924.5	924.5	924.5		0.92%
28-03-23	916.053	916.658	916.97	916.658		0.03%
27-03-23	915.741	916.113	916.658	916.113		0.06%
24-03-23	915.197	915.864	916.113	915.864		0.03%
23-03-23	914.948	915.182	915.864	915.182		0.07%
22-03-23	914.267	914.955	915.182	914.955		0.02%
21-03-23	914.04	914.468	914.955	914.468		0.05%
20-03-23	913.553	913.667	914.468	913.667		0.01%
17-03-23	913.5	913.136	928.877	897.525		0.05%
16-03-23	913	911.817	928.612	896.864		0.11%
14-03-23	912	910.945	927.452	895.928		0.22%
13-03-23	910.034	910.356	910.945	910.356		0.06%
10-03-23	909.445	908.631	910.356	908.631		-0.33%
09-03-23	912.5	907.924	926.361	894.416		0.00%
08-03-23	912.5	907.5	926.008	890.31		0.94%
07-03-23	904	903.562	919.405	888.733		0.00%
06-03-23	904	899.426	918.829	886.663		0.50%
03-03-23	899.5	896.903	914.263	883.4		-0.06%
02-03-23	900	898	913.003	879.764		0.28%
01-03-23	897.5	889.133	910.871	877.511		1.13%
28-02-23	887.5	885.962	904.566	870.924		0.00%
27-02-23	887.5	884.232	902.538	870.058		0.17%
24-02-23	886	881.751	898.174	868.317		1.37%
23-02-23	874	874	884.935	867.743		0.00%
22-02-23	874	871.136	886.868	863.504		0.34%
21-02-23	871	864	871	864		0.08%
20-02-23	870.265	864.082	871.136	864.082		0.73%
17-02-23	864	860.768	876.609	849.314		0.35%
16-02-23	861	857	872.453	844.349		0.47%
15-02-23	857	850.078	869.492	836.964		0.76%
14-02-23	850.5	846.104	864.114	828.975		1.37%
13-02-23	839	838.852	856.129	825.345		0.00%
10-02-23	839	835.098	852.926	820.466		0.48%
09-02-23	835	831.815	849.631	818.323		0.36%
08-02-23	832	816.648	845.491	802.528		1.84%
07-02-23	817	812.153	831.12	798.483		0.62%
06-02-23	812	805.879	825.67	791.842		0.74%
03-02-23	806	802	820.036	789.361		0.36%
02-02-23	803.115	801.602	803.919	801.602		0.20%
01-02-23	801.5	778.5	815.4	778.5		2.89%
31-01-23	779	785.584	796.521	776.685		-0.13%
30-01-23	780	780	780	780		0.00%
27-01-23	780	780.795	787.205	774.288		0.13%
26-01-23	779	780.052	785.507	773.545		0.06%
25-01-23	778.531	732.5	779.31	732		6.36%
24-01-23	732	732.5	764.547	732		0.00%
23-01-23	732	746.611	755.047	732		-1.86%
20-01-23	745.865	738.411	746.611	738.411		1.89%
19-01-23	732	732.004	740.837	726.368		0.00%
18-01-23	732	722.231	737.136	705		3.76%
17-01-23	705.5	714.522	722.231	704.618		-1.16%
16-01-23	713.807	708.65	714.522	671.446		1.25%
13-01-23	705	705	705.5	704.5		0.00%
12-01-23	705	705.416	712.471	699.561		0.00%
11-01-23	705	704.923	710.356	672		4.91%
10-01-23	672	704.177	704.923	670.5		0.00%
09-01-23	672	699.848	704.177	671.5		-3.88%
06-01-23	699.148	694.199	699.848	694.199		4.19%
05-01-23	671	672	694.199	671		-0.07%
04-01-23	671.5	687.284	689.924	671.5		0.00%
03-01-23	671.5	684.334	687.414	668.83		-0.15%
30-12-22	672.5	681.685	686.249	666.38		0.00%
29-12-22	672.5	679.906	683.002	669.97		0.15%
28-12-22	671.5	677.548	681.936	668.96		-0.07%
27-12-22	672	672	672.5	671.5		0.00%
26-12-22	672	672	672.5	671.5		0.00%
23-12-22	672	676.228	680.587	667.952		0.07%
22-12-22	671.5	672.5	672.5	671		-0.15%
21-12-22	672.5	674.835	688.69	662.373		-0.22%
20-12-22	674	673.625	681.414	664.84		0.30%
19-12-22	672	672.701	680.785	663.897		0.07%
16-12-22	671.5	672.205	679.805	664.158		0.00%
15-12-22	671.5	671.724	680.047	663.428		-0.15%
14-12-22	672.5	668.984	679.297	657.612		1.66%
13-12-22	661.5	661.5	673.372	655.052		-0.48%
12-12-22	664.692	662.794	664.692	662.794		0.48%
09-12-22	661.5	661.963	671	653.5		-0.23%
08-12-22	663	661.715	663.5	661.592		0.19%
07-12-22	661.715	658.737	661.715	658.737		-0.61%
06-12-22	665.805	657.724	665.805	657.724		1.37%
05-12-22	656.789	668.673	669.925	656.151		-1.78%
02-12-22	668.673	668.062	668.673	668.062		0.09%
01-12-22	668.062	668.062	668.062	668.062		2.42%
30-11-22	652.25	652.481	652.481	652.481		0.00%
29-11-22	652.25	652.481	652.481	652.481		-2.04%
23-11-22	665.805	665.805	665.805	665.805		1.14%
16-11-22	658.293	657.375	658.293	657.375		0.14%
15-11-22	657.375	653.933	657.375	653.933		3.23%
14-11-22	636.802	636.802	636.802	636.802		-2.62%
04-11-22	653.933	653.933	653.933	653.933		0.06%
02-11-22	653.573	651.227	653.573	651.227		0.36%
28-10-22	651.227	648.83	651.227	648.83		3.00%
27-10-22	632.245	632.245	632.245	632.245		-2.56%
24-10-22	648.83	648.75	648.83	648.75		0.01%
20-10-22	648.75	614.433	0	0		3.27%
13-10-22	628.197	628.207	636.083	613.367		0.00%
12-10-22	628.207	628	628.207	628		0.03%
11-10-22	628	628.002	635.85	619.744		0.13%
10-10-22	627.164	626.973	627.164	626.973		0.03%
07-10-22	626.973	626.941	626.973	626.941		0.01%
06-10-22	626.941	626.852	626.941	626.852		0.01%
05-10-22	626.852	623.227	626.852	623.227		0.58%
04-10-22	623.227	621.963	623.227	621.963		0.20%
03-10-22	621.963	621.892	621.963	621.892		0.01%
30-09-22	621.892	621.879	621.892	621.879		0.00%
29-09-22	621.879	621.624	621.879	621.624		0.04%
28-09-22	621.624	618.37	621.624	618.37		0.53%
27-09-22	618.37	614.624	618.37	614.624		0.61%
26-09-22	614.624	614.268	614.624	614.268		0.06%
23-09-22	614.268	614.179	614.268	614.179		0.01%
22-09-22	614.179	613.377	614.179	613.377		0.13%
21-09-22	613.367	608.701	613.377	608.701		0.77%
20-09-22	608.701	604.258	608.701	604.258		0.74%
19-09-22	604.258	604.183	604.258	604.183		0.01%
16-09-22	604.183	604.342	611.899	596.79		-0.05%
15-09-22	604.501	604.258	604.501	604.258		0.04%
14-09-22	604.258	580.187	604.258	580.187		4.15%
12-09-22	580.187	521.345	580.187	521.345		-0.82%
08-09-22	584.972	584.972	584.972	584.972		-1.22%
07-09-22	592.198	577.151	592.198	577.151		1.34%
06-09-22	584.362	577.151	584.363	577.151		1.25%
05-09-22	577.151	577.151	577.151	577.151		10.70%
24-08-22	521.345	507.313	521.345	507.313		0.69%
23-08-22	517.782	504.382	517.782	504.382		256411.21%
19-08-22	0.202	0.2	0.202	0.2		1.14%
18-08-22	0.2	0.194	0	0		-1.70%
17-08-22	0.203	0.203	0.203	0.203		5.99%
11-08-22	0.192	0.183	0.192	0.183		4.42%
03-08-22	0.183	0.179	0	0		17.07%
27-07-22	0.157	0.153	0.157	0.157		0.00%
20-07-22	0.157	0.157	0.157	0.157		0.00%
14-07-22	0.157	0.157	0.157	0.157		0.00%
13-07-22	0.157	0.157	0.157	0.157		3.25%
07-07-22	0.152	0.152	0.152	0.152		3.54%
06-07-22	0.147	0.147	0.147	0.147		-99.96%
29-06-22	366.268	352.063	366.269	352.063		-3.42%
23-06-22	379.228	338.491	379.228	338.491		12.03%
22-06-22	338.492	338.492	338.492	338.492		0.00%
15-06-22	338.492	325.331	331.747	325.331		4.05%
09-06-22	325.331	325.331	325.331	325.331		0.00%
08-06-22	325.331	300.807	325.331	308.52		11.84%
01-06-22	290.888	290.888	290.888	290.888		0.00%
26-05-22	290.888	258.54	290.888	258.54		12.51%
18-05-22	258.54	173.268	258.54	173.268		49.21%
11-05-22	173.268	161.844	173.268	165.994		8.74%
04-05-22	159.348	159.348	159.348	159.348		0.00%
27-04-22	159.348	155.142	159.348	155.142		6.08%
21-04-22	150.216	150.216	150.216	150.216		0.00%
13-04-22	150.216	145.872	150.216	145.872		2.98%
06-04-22	145.872	142.424	145.872	142.424		5.55%
30-03-22	138.198	138.198	138.198	138.198		0.00%
23-03-22	138.198	134.082	138.198	134.082		3.07%
16-03-22	134.082	130.157	134.082	130.157		3.02%
09-03-22	130.157	127.486	130.157	127.486		0.00%
02-03-22	130.157	125.709	130.157	125.709		4.95%
23-02-22	124.019	117.505	124.019	120.517		3.63%
16-02-22	119.676	118.875	119.676	118.875		2.59%
09-02-22	116.65	116.65	116.65	116.65		0.00%
02-02-22	116.65	115.422	116.65	115.422		1.06%
26-01-22	115.422	115.422	115.422	115.422		2.30%
19-01-22	112.823	112.823	112.823	112.823		3.83%
16-12-21	108.665	108.665	108.665	108.665		0.00%
15-12-21	108.666	105.951	108.668	108.666		0.00%
08-12-21	108.666	105.69	108.666	105.69		2.82%
02-12-21	105.689	105.689	105.689	105.689		0.00%
01-12-21	105.69	105.668	105.69	105.668		-0.01%
24-11-21	105.696	103.054	105.696	105.696		5.77%
17-11-21	99.93	99.93	99.93	99.93		0.00%
15-11-21	99.93	98.982	99.93	98.982		0.96%
03-11-21	98.982	96.136	98.982	96.136		1.90%
27-10-21	97.136	97.136	97.136	97.136		4.36%
20-10-21	93.081	90.079	93.081	90.079		3.33%
13-10-21	90.079	88.553	90.079	88.553		1.72%
06-10-21	88.553	87.665	88.553	87.665		1.01%
04-10-21	87.665	86.927	87.665	86.927		0.00%
29-09-21	87.665	86.927	87.665	86.927		0.85%
24-09-21	86.927	85.829	86.927	85.829		0.00%
22-09-21	86.927	85.302	86.927	86.927		0.73%
15-09-21	86.301	86.301	86.301	86.301		-1.13%
09-09-21	87.291	86.982	87.291	86.982		1.25%
08-09-21	86.213	86.213	86.213	86.213		-0.97%
03-09-21	87.056	87.056	87.056	87.056		0.08%
01-09-21	86.982	86.055	87.057	85.98		0.00%
26-08-21	86.982	85.245	86.987	85.245		1.25%
25-08-21	85.908	85.908	85.908	85.908		0.09%
24-08-21	85.829	85.829	85.829	85.829		0.00%
23-08-21	85.829	85.902	85.902	85.902		0.00%
18-08-21	85.829	85.747	86.902	84.789		0.10%
12-08-21	85.747	85.729	85.747	84.718		0.19%
04-08-21	85.585	85.64	86.729	84.57		-0.06%
28-07-21	85.64	85.637	85.64	85.637		0.00%
21-07-21	85.637	85.51	85.637	85.51		0.15%
14-07-21	85.51	85.51	85.51	85.51		0.00%
07-07-21	85.51	85.423	85.51	85.423		0.10%
30-06-21	85.423	85.366	85.423	85.366		0.07%
24-06-21	85.366	85.366	85.366	85.366		1.33%
22-06-21	84.245	85.245	85.311	84.18		-1.17%
16-06-21	85.245	85.072	85.245	85.072		0.20%
09-06-21	85.072	84.765	85.072	84.765		0.36%
02-06-21	84.765	84.726	84.765	84.726		0.05%
27-05-21	84.726	84.649	84.726	84.649		0.09%
19-05-21	84.649	84.614	84.649	84.614		0.04%
14-05-21	84.614	84.614	84.614	84.614		0.00%
12-05-21	84.614	84.528	84.614	84.528		-0.50%
11-05-21	85.037	85.037	85.037	85.037		0.10%
06-05-21	84.951	84.926	84.951	84.926		0.50%
05-05-21	84.528	84.503	84.528	84.503		0.03%
28-04-21	84.503	84.483	84.503	84.483		-0.50%
27-04-21	84.926	84.53	84.926	84.53		0.52%
21-04-21	84.483	84.483	85.539	83.427		0.00%
20-04-21	84.483	84.483	84.483	84.483		0.00%
14-04-21	84.483	84.397	84.483	84.397		0.10%
08-04-21	84.397	84.397	84.397	84.397		0.00%
07-04-21	84.397	84.4	85.454	83.344		0.00%
01-04-21	84.4	84.366	84.51	84.12		0.00%
31-03-21	84.4	84.4	84.4	84.4		0.33%
25-03-21	84.12	84.12	84.12	84.12		0.00%
24-03-21	84.12	83.983	84.12	83.983		0.16%
19-03-21	83.983	83.983	83.983	83.983		0.00%
17-03-21	83.983	83.983	83.983	83.983		0.00%
10-03-21	83.983	83.889	84.193	83.725		0.11%
09-03-21	83.889	82.091	83.889	82.091		0.00%
03-03-21	83.889	83.889	83.889	83.887		0.00%
26-02-21	83.887	83.887	83.887	83.887		0.00%
25-02-21	83.887	83.372	83.887	83.372		0.00%
24-02-21	83.887	83.757	83.887	83.757		0.15%
23-02-21	83.757	83.757	83.757	83.757		0.00%
22-02-21	83.757	83.757	83.757	83.757		0.00%
19-02-21	83.757	83.757	83.757	83.757		0.00%
18-02-21	83.757	83.757	83.757	83.757		0.00%
17-02-21	83.757	83.372	83.757	83.372		0.46%
16-02-21	83.372	83.372	83.372	83.372		0.00%
15-02-21	83.372	83.372	83.372	83.372		0.00%
12-02-21	83.372	83.372	83.372	83.372		0.00%
11-02-21	83.372	83.372	83.372	83.372		0.00%
10-02-21	83.372	83.372	84.414	82.33		0.00%
09-02-21	83.372	83.346	83.372	83.346		0.06%
08-02-21	83.321	83.321	83.321	83.321		-0.06%
05-02-21	83.373	83.373	83.373	83.373		0.00%
