Date	Price	Open	High	Low	Vol.	Change %
04-02-21	83.373	83.373	83.373	83.373		0.00%
03-02-21	83.372	82.676	83.372	82.676		-0.59%
02-02-21	83.866	83.866	83.866	83.866		0.00%
01-02-21	83.866	83.866	83.866	83.866		0.00%
29-01-21	83.866	83.866	83.866	83.866		1.44%
28-01-21	82.676	82.676	82.676	82.676		0.00%
27-01-21	82.676	82.083	82.676	82.083		0.72%
26-01-21	82.083	82.083	82.083	82.083		0.00%
25-01-21	82.083	82.083	82.083	82.083		0.00%
22-01-21	82.083	82.083	82.083	82.083		0.00%
21-01-21	82.083	82.083	82.293	81.878		-0.50%
20-01-21	82.494	82.091	83.114	81.061		0.49%
19-01-21	82.091	82.091	82.297	81.886		0.00%
18-01-21	82.091	82.091	82.091	82.091		0.00%
15-01-21	82.091	82.091	82.091	82.091		0.00%
14-01-21	82.091	82.091	82.091	82.091		0.00%
13-01-21	82.091	81.787	82.091	81.787		0.37%
12-01-21	81.787	81.787	81.787	81.787		0.00%
11-01-21	81.787	81.787	81.787	81.787		0.00%
08-01-21	81.787	81.787	81.787	81.787		0.00%
07-01-21	81.787	81.787	81.787	81.787		0.00%
06-01-21	81.787	81.787	81.787	81.787		0.00%
05-01-21	81.787	81.787	81.787	81.787		0.00%
04-01-21	81.787	81.787	81.787	81.787		0.00%
01-01-21	81.787	81.787	81.787	81.787		0.00%
31-12-20	81.787	81.787	81.787	81.787		0.00%
30-12-20	81.787	81.787	81.787	81.787		0.00%
29-12-20	81.787	81.787	81.787	81.787		0.00%
28-12-20	81.787	81.787	81.787	81.787		0.00%
25-12-20	81.787	81.787	81.787	81.787		0.00%
24-12-20	81.787	81.787	81.787	81.787		0.00%
23-12-20	81.787	81.737	81.787	81.737		-0.01%
22-12-20	81.797	81.797	81.797	81.797		0.00%
21-12-20	81.797	81.797	81.797	81.797		0.00%
18-12-20	81.797	81.797	81.797	81.797		0.00%
17-12-20	81.797	81.797	81.797	81.797		0.07%
16-12-20	81.737	81.857	82.82	80.775		-0.15%
15-12-20	81.857	81.857	81.857	81.857		0.00%
14-12-20	81.857	81.857	81.857	81.857		0.00%
11-12-20	81.857	81.857	81.857	81.857		0.00%
10-12-20	81.857	81.867	82.89	80.844		-0.55%
09-12-20	82.314	82.518	82.518	82.312		-0.32%
08-12-20	82.582	82.582	82.582	82.582		0.00%
07-12-20	82.582	82.582	82.582	82.582		0.00%
04-12-20	82.582	82.582	82.582	82.582		0.00%
03-12-20	82.582	82.582	82.582	82.582		0.00%
02-12-20	82.582	81.815	82.59	81.815		0.19%
01-12-20	82.424	82.424	82.424	82.424		0.00%
30-11-20	82.424	82.424	82.424	82.424		0.00%
27-11-20	82.424	82.424	82.424	82.424		0.00%
26-11-20	82.424	82.633	82.833	82.073		0.74%
25-11-20	81.815	81.71	81.815	81.71		0.13%
24-11-20	81.71	81.71	81.71	81.71		0.00%
23-11-20	81.71	81.71	81.71	81.71		0.00%
20-11-20	81.71	81.71	81.71	81.71		0.00%
19-11-20	81.71	81.353	81.71	81.353		0.00%
18-11-20	81.71	81.674	81.71	81.674		-1.07%
17-11-20	82.592	82.592	82.592	82.592		0.00%
16-11-20	82.592	82.592	82.592	82.592		0.00%
13-11-20	82.592	82.592	82.592	82.592		1.12%
12-11-20	81.674	81.674	81.674	81.674		0.00%
11-11-20	81.674	81.674	81.674	81.674		0.00%
10-11-20	81.674	81.674	81.674	81.674		0.00%
09-11-20	81.674	81.674	81.674	81.674		0.00%
06-11-20	81.674	81.674	81.674	81.674		0.00%
05-11-20	81.674	81.674	81.674	81.674		0.00%
04-11-20	81.674	81.353	81.674	81.353		0.39%
03-11-20	81.353	81.353	81.353	81.353		0.00%
02-11-20	81.353	81.353	81.353	81.353		0.00%
30-10-20	81.353	81.353	81.353	81.353		0.00%
29-10-20	81.353	81.353	81.353	81.353		0.00%
28-10-20	81.353	81.35	81.353	81.35		0.00%
27-10-20	81.35	81.35	81.35	81.35		0.00%
26-10-20	81.35	81.35	81.35	81.35		0.00%
23-10-20	81.35	81.35	81.35	81.35		0.00%
22-10-20	81.35	81.35	81.35	81.35		0.00%
21-10-20	81.35	81.346	81.35	81.346		0.01%
20-10-20	81.346	81.346	81.346	81.346		0.00%
19-10-20	81.349	81.349	81.349	81.349		0.00%
16-10-20	81.346	81.346	81.346	81.346		0.00%
15-10-20	81.347	81.347	81.347	81.347		0.00%
14-10-20	81.346	81.349	82.364	80.33		0.00%
13-10-20	81.349	81.349	81.349	81.349		0.00%
12-10-20	81.349	81.349	81.349	81.349		0.00%
09-10-20	81.349	81.349	81.349	81.349		0.00%
08-10-20	81.349	81.349	81.349	81.349		0.00%
07-10-20	81.349	81.396	82.414	80.379		-0.12%
06-10-20	81.444	81.444	81.444	81.444		0.00%
05-10-20	81.444	81.444	81.444	81.444		-0.03%
02-10-20	81.47	81.47	81.47	81.47		0.00%
01-10-20	81.47	81.47	81.47	81.47		0.03%
30-09-20	81.444	81.496	82.489	80.452		-0.06%
29-09-20	81.496	81.496	81.496	81.496		0.00%
28-09-20	81.496	81.496	81.496	81.496		0.00%
25-09-20	81.496	81.496	81.496	81.496		0.00%
24-09-20	81.496	81.496	81.496	81.496		0.00%
23-09-20	81.496	81.602	82.623	80.583		-0.26%
22-09-20	81.708	81.708	81.708	81.708		0.00%
21-09-20	81.708	81.708	81.708	81.708		0.00%
18-09-20	81.708	81.708	81.708	81.708		0.00%
17-09-20	81.708	82.525	82.525	81.708		0.00%
16-09-20	81.708	82.699	83.237	81.182		-1.20%
15-09-20	82.699	82.699	82.699	82.699		-1.23%
14-09-20	83.733	82.699	83.887	82.699		1.25%
11-09-20	82.699	82.699	82.699	82.699		0.00%
10-09-20	82.699	82.699	82.699	82.699		0.00%
09-09-20	82.699	83.01	84.052	81.976		-0.75%
08-09-20	83.321	83.321	83.321	83.321		0.00%
07-09-20	83.321	83.321	83.321	83.321		0.00%
04-09-20	83.321	83.321	83.321	83.321		0.00%
03-09-20	83.321	83.321	83.321	83.321		0.00%
02-09-20	83.321	83.36	84.403	82.319		-0.09%
01-09-20	83.399	83.399	83.399	83.399		0.00%
31-08-20	83.399	83.399	83.608	83.191		0.00%
28-08-20	83.399	83.399	83.608	83.191		0.00%
27-08-20	83.399	83.399	83.399	83.399		-1.23%
26-08-20	84.442	82.918	84.442	82.918		1.84%
25-08-20	82.918	82.918	82.918	82.918		0.00%
24-08-20	82.918	82.918	82.918	82.918		0.00%
21-08-20	82.918	82.918	82.918	82.918		0.00%
20-08-20	82.918	82.918	82.918	82.918		0.00%
19-08-20	82.918	82.918	82.918	82.918		0.43%
18-08-20	82.561	82.561	82.561	82.561		0.00%
17-08-20	82.561	80.466	82.561	80.466		0.00%
14-08-20	82.561	80.466	82.561	80.466		2.60%
13-08-20	80.466	80.466	80.466	80.466		0.00%
12-08-20	80.466	80.466	80.466	80.466		0.00%
11-08-20	80.466	80.466	80.466	80.466		0.00%
10-08-20	80.466	80.466	80.466	80.466		0.00%
07-08-20	80.466	80.466	80.466	80.466		0.00%
06-08-20	80.466	80.466	80.466	80.466		0.00%
05-08-20	80.466	76.764	80.466	76.764		4.83%
04-08-20	76.76	76.76	76.76	76.76		0.00%
03-08-20	76.76	76.764	76.764	76.76		-0.01%
31-07-20	76.764	76.764	76.764	76.764		0.00%
30-07-20	76.764	76.764	76.764	76.764		0.01%
29-07-20	76.76	72.147	76.76	72.147		6.39%
28-07-20	72.147	72.147	72.147	72.147		0.00%
27-07-20	72.147	72.147	72.147	72.147		0.00%
24-07-20	72.147	72.147	72.147	72.147		0.00%
23-07-20	72.147	72.147	72.147	72.147		0.00%
22-07-20	72.147	68.888	72.147	68.888		4.73%
21-07-20	68.888	68.888	68.888	68.888		0.00%
20-07-20	68.888	68.888	68.888	68.888		0.00%
17-07-20	68.888	65.877	68.888	65.877		0.00%
16-07-20	68.888	68.888	68.888	68.888		0.00%
15-07-20	68.888	65.877	68.888	65.877		4.57%
14-07-20	65.877	65.877	65.877	65.877		0.00%
13-07-20	65.877	65.877	65.877	65.877		0.00%
10-07-20	65.877	65.877	65.877	65.877		0.00%
09-07-20	65.877	65.877	65.877	65.877		0.00%
08-07-20	65.877	63.744	65.877	63.744		3.35%
07-07-20	63.744	63.744	63.744	63.744		0.00%
06-07-20	63.744	63.744	63.744	63.744		0.00%
03-07-20	63.744	63.744	63.744	63.744		0.00%
02-07-20	63.744	63.744	63.744	63.744		0.00%
01-07-20	63.744	57.358	63.744	57.358		11.13%
30-06-20	57.358	57.358	57.358	57.358		0.00%
29-06-20	57.358	57.358	57.358	57.358		0.00%
26-06-20	57.358	57.358	57.358	57.358		0.00%
25-06-20	57.358	57.358	57.358	57.358		0.00%
24-06-20	57.358	25	57.358	24.9		129.43%
23-06-20	25	25	25	25		0.00%
22-06-20	25	25	25	25		0.00%
19-06-20	25	25	25.125	24.875		0.00%
18-06-20	25	25	25.125	24.875		0.00%
17-06-20	25	25	25	25		0.00%
16-06-20	25	25	25.125	24.875		1.01%
15-06-20	24.75	24.75	24.75	24.75		0.00%
12-06-20	24.75	25	25	24.75		-1.00%
11-06-20	25	25	25.125	24.875		0.00%
10-06-20	25	25	25	25		0.00%
09-06-20	25	25	25	25		0.00%
08-06-20	25	25	25	25		0.00%
05-06-20	25	25	25	25		0.00%
04-06-20	25	25	25.125	24.875		0.00%
03-06-20	25	25	25	25		0.00%
02-06-20	25	25	25.125	24.875		0.00%
01-06-20	25	25	25	25		0.00%
29-05-20	25	25	25.125	24.875		0.00%
28-05-20	25	25	25.534	24.9		0.00%
27-05-20	25	25	25.534	24.875		0.00%
26-05-20	25	25	25	25		0.00%
25-05-20	25	25	25	25		0.00%
22-05-20	25	25	25	25		0.00%
21-05-20	25	25	25	25		0.00%
20-05-20	25	25	25	25		0.00%
19-05-20	25	25	25	25		0.00%
18-05-20	25	25	25	25		0.00%
15-05-20	25	25	25	25		0.00%
14-05-20	25	25	25	25		0.00%
13-05-20	25	25	25	25		0.00%
12-05-20	25	25	25	25		0.00%
11-05-20	25	25	25.125	24.875		0.00%
08-05-20	25	25	25	25		0.00%
07-05-20	25	25	25	25		0.00%
06-05-20	25	25	25	25		0.00%
05-05-20	25	25	25.125	24.875		0.00%
04-05-20	25	25	25	25		0.00%
01-05-20	25	25	25	25		0.00%
30-04-20	25	25	25	25		0.00%
29-04-20	25	25	25	25		0.00%
28-04-20	25	25	25	25		0.00%
27-04-20	25	25	25.125	24.875		0.00%
24-04-20	25	25	25	25		0.00%
23-04-20	25	25	25	25		0.00%
22-04-20	25	25	25	25		0.00%
21-04-20	25	25	25	25		0.00%
20-04-20	25	25	25.125	24.875		0.00%
17-04-20	25	25	25	25		0.00%
16-04-20	25	25	25	25		0.00%
15-04-20	25	25	25	25		0.00%
14-04-20	25	25	25.125	24.875		0.00%
13-04-20	25	25	25	25		0.00%
10-04-20	25	25	25	25		0.00%
09-04-20	25	25	25	25		0.00%
08-04-20	25	25	25	25		0.00%
07-04-20	25	25	25	25		0.00%
06-04-20	25	25	25.375	24.625		0.00%
03-04-20	25	25	25.125	24.875		-1.48%
02-04-20	25.375	25	25.375	25		1.50%
01-04-20	25	25	25	25		0.00%
31-03-20	25	25	25	25		0.00%
30-03-20	25	25	25	25		-1.48%
27-03-20	25.375	26.119	26.845	24.272		-5.10%
26-03-20	26.739	25.882	27.007	25.336		0.00%
25-03-20	26.739	25.534	27.007	24.905		1.58%
24-03-20	26.324	25.215	26.75	24.904		1.25%
23-03-20	26	25.531	26.596	25.054		1.26%
20-03-20	25.676	25.063	25.821	24.327		0.94%
19-03-20	25.437	24.575	25.582	24.574		1.43%
18-03-20	25.079	24.326	25.079	23.494		35.86%
17-03-20	18.459	18.505	18.972	18.143		0.17%
16-03-20	18.428	18.399	18.659	18.121		-0.09%
13-03-20	18.445	18.381	18.629	18.082		0.18%
12-03-20	18.411	18.262	18.799	18.197		0.82%
11-03-20	18.262	18.223	18.761	18.177		-0.03%
10-03-20	18.268	18.188	18.48	17.811		-0.71%
09-03-20	18.399	17.581	18.416	17.581		1.31%
06-03-20	18.16	18.153	18.243	17.872		0.25%
05-03-20	18.115	18.073	18.341	18.073		0.23%
04-03-20	18.073	18.281	18.299	18.034		-0.30%
03-03-20	18.128	17.998	18.309	17.997		0.23%
02-03-20	18.088	18.191	18.223	17.959		0.71%
28-02-20	17.959	17.959	17.977	17.93		0.13%
27-02-20	17.937	17.915	18.161	17.915		-1.01%
26-02-20	18.119	18.096	18.119	17.606		1.38%
25-02-20	17.872	17.852	17.962	17.81		-0.39%
24-02-20	17.942	17.852	17.942	17.852		0.74%
21-02-20	17.81	17.81	17.81	17.81		0.00%
20-02-20	17.81	17.9	17.9	17.81		-0.27%
19-02-20	17.859	17.859	17.859	17.859		0.13%
18-02-20	17.836	17.836	17.836	17.836		0.51%
17-02-20	17.745	17.677	17.834	17.677		-0.30%
14-02-20	17.798	17.709	17.798	17.693		0.69%
13-02-20	17.677	17.677	17.765	17.608		0.04%
12-02-20	17.669	17.669	17.669	17.669		0.00%
11-02-20	17.669	17.581	17.669	17.581		0.21%
10-02-20	17.631	17.28	17.631	17.543		0.39%
07-02-20	17.562	17.562	17.562	17.562		0.00%
06-02-20	17.563	17.563	17.563	17.563		0.17%
05-02-20	17.533	17.445	17.533	17.445		0.66%
04-02-20	17.417	17.417	17.417	17.417		0.12%
03-02-20	17.397	17.397	17.397	17.397		0.25%
31-01-20	17.353	17.44	17.44	17.353		0.24%
30-01-20	17.311	17.311	17.311	17.311		0.00%
29-01-20	17.311	17.311	17.311	17.311		-0.25%
28-01-20	17.354	17.354	17.354	17.354		0.00%
27-01-20	17.354	17.354	17.354	17.354		0.27%
24-01-20	17.306	17.306	17.306	17.306		0.00%
23-01-20	17.306	17.22	17.306	17.22		0.65%
22-01-20	17.195	17.195	17.195	17.195		0.13%
21-01-20	17.173	17.173	17.173	17.173		0.19%
20-01-20	17.141	17.141	17.141	17.032		0.24%
17-01-20	17.1	17.1	17.1	17.1		0.00%
16-01-20	17.1	17.1	17.1	17.1		0.40%
15-01-20	17.032	17.032	17.032	17.032		0.00%
14-01-20	17.032	17.032	17.032	17.032		0.51%
13-01-20	16.946	16.946	16.946	16.946		0.00%
10-01-20	16.946	16.946	16.946	16.946		0.00%
09-01-20	16.946	16.946	16.946	16.946		0.17%
08-01-20	16.917	16.917	16.917	16.917		-0.09%
07-01-20	16.931	16.931	16.931	16.931		0.18%
06-01-20	16.901	16.901	16.901	16.901		0.41%
03-01-20	16.833	16.819	16.875	16.777		-0.08%
02-01-20	16.846	16.653	16.846	16.653		0.18%
01-01-20	16.815	16.815	16.815	16.815		0.00%
31-12-19	16.815	16.756	16.815	16.686		0.45%
30-12-19	16.739	16.722	16.781	16.68		0.21%
27-12-19	16.705	16.653	16.746	16.629		0.10%
26-12-19	16.688	16.688	16.688	16.688		0.00%
25-12-19	16.688	16.688	16.688	16.688		0.00%
24-12-19	16.688	16.671	16.688	16.671		0.01%
23-12-19	16.686	16.686	16.686	16.686		0.00%
20-12-19	16.686	16.653	16.695	16.595		0.20%
19-12-19	16.653	16.611	16.661	16.561		0.31%
18-12-19	16.602	16.602	16.644	16.552		0.10%
17-12-19	16.585	16.585	16.626	16.537		-0.12%
16-12-19	16.604	16.571	16.613	16.486		0.17%
13-12-19	16.577	16.527	16.585	16.485		0.23%
12-12-19	16.539	16.481	16.551	16.176		0.35%
11-12-19	16.481	16.448	16.522	16.171		0.02%
10-12-19	16.477	16.448	16.49	16.391		0.19%
09-12-19	16.446	16.171	16.458	16.171		0.18%
06-12-19	16.417	16.375	16.429	16.321		0.33%
05-12-19	16.362	16.347	16.403	16.307		0.01%
04-12-19	16.361	16.331	16.372	16.284		0.08%
03-12-19	16.347	16.304	16.359	16.264		0.35%
02-12-19	16.29	16.225	16.331	16.046		0.23%
29-11-19	16.253	16.257	16.298	16.107		0.00%
28-11-19	16.253	16.2	16.265	15.979		0.23%
27-11-19	16.216	16.176	16.216	16.136		0.35%
26-11-19	16.16	16.02	16.2	16.02		-0.04%
25-11-19	16.166	16.078	16.178	16.069		0.37%
22-11-19	16.107	16.078	16.107	16.078		0.18%
21-11-19	16.078	16.051	16.078	16.051		0.00%
20-11-19	16.079	15.963	16.079	15.874		0.36%
19-11-19	16.02	15.991	16.02	15.84		0.01%
18-11-19	16.019	15.963	16.019	15.738		0.35%
15-11-19	15.963	15.948	15.963	15.874		0.18%
14-11-19	15.934	15.257	15.934	15.257		0.19%
13-11-19	15.904	15.904	15.904	15.904		0.19%
12-11-19	15.874	16.014	16.04	15.626		1.56%
11-11-19	15.631	15.855	15.871	15.615		-1.43%
08-11-19	15.857	15.848	15.885	15.848		-1.25%
07-11-19	16.059	15.84	16.076	15.601		1.42%
06-11-19	15.833	15.806	15.833	15.806		0.21%
05-11-19	15.8	15.772	15.8	15.698		0.76%
04-11-19	15.681	15.705	15.738	15.541		-0.15%
01-11-19	15.705	15.705	15.705	15.674		0.05%
31-10-19	15.698	15.674	15.698	15.594		0.32%
30-10-19	15.647	15.647	15.881	15.399		0.17%
29-10-19	15.62	15.577	15.644	15.27		0.17%
28-10-19	15.593	15.308	15.593	15.308		-0.01%
25-10-19	15.594	15.594	15.594	15.594		0.00%
24-10-19	15.594	15.571	15.598	15.541		0.34%
23-10-19	15.541	15.541	15.564	15.526		0.19%
22-10-19	15.511	15.511	15.511	15.261		0.06%
21-10-19	15.502	15.308	15.502	15.308		0.31%
18-10-19	15.455	15.444	15.455	15.444		0.34%
17-10-19	15.403	15.391	15.403	15.391		0.19%
16-10-19	15.374	15.374	15.374	15.374		0.14%
15-10-19	15.352	15.352	15.391	15.29		0.10%
14-10-19	15.338	15.308	15.338	15.308		0.20%
11-10-19	15.308	15.308	15.308	15.304		0.03%
10-10-19	15.304	15.304	15.304	15.261		0.09%
09-10-19	15.29	15.29	15.29	15.29		0.07%
08-10-19	15.279	15.279	15.279	15.274		0.06%
07-10-19	15.27	15.27	15.27	15.245		0.06%
04-10-19	15.261	15.253	15.397	15.232		0.03%
03-10-19	15.257	15.291	15.291	15.245		0.07%
02-10-19	15.245	15.268	15.647	15.04		-0.30%
01-10-19	15.291	13.717	15.517	13.717		0.62%
30-09-19	15.197	15.432	15.432	14.338		-0.91%
27-09-19	15.337	15.059	15.36	14.988		0.34%
26-09-19	15.285	14.764	15.285	14.764		2.58%
25-09-19	14.9	15.307	15.307	14.9		2.33%
24-09-19	14.56	15.7	15.7	14.56		-2.40%
23-09-19	14.919	14.475	15.129	12.917		3.34%
20-09-19	14.437	14.728	14.728	14.437		-0.72%
19-09-19	14.542	14.129	14.713	14.129		1.42%
18-09-19	14.338	13.859	14.442	13.859		1.72%
17-09-19	14.095	13.791	14.095	13.487		2.53%
16-09-19	13.747	13.187	14.003	13.187		5.82%
13-09-19	12.991	12.917	13.146	12.826		0.00%
12-09-19	12.991	12.991	12.991	12.991		9.45%
11-09-19	11.87	12.989	13.432	11.814		2.12%
10-09-19	11.623	13.057	13.057	11.356		-9.72%
09-09-19	12.874	11.918	12.874	11.918		13.64%
06-09-19	11.329	11.295	11.484	11.226		0.31%
05-09-19	11.295	11.05	11.295	11.02		4.31%
04-09-19	10.828	11.214	11.214	10.825		-3.24%
03-09-19	11.19	11.19	11.19	11.19		0.79%
02-09-19	11.102	10.872	11.102	10.872		1.66%
30-08-19	10.921	10.814	10.953	10.704		0.69%
29-08-19	10.847	10.775	10.848	10.657		1.80%
28-08-19	10.655	10.452	10.744	10.452		1.68%
27-08-19	10.479	10.608	10.608	10.347		0.71%
26-08-19	10.406	10.526	10.526	10.289		0.63%
23-08-19	10.34	10.43	10.464	10.288		0.66%
22-08-19	10.273	10.301	10.37	10.172		-1.25%
21-08-19	10.403	10.206	10.403	10.206		1.74%
20-08-19	10.225	10.225	10.225	10.225		-1.35%
19-08-19	10.365	10.25	10.377	10.158		1.35%
16-08-19	10.227	10.529	10.529	9.838		-1.81%
15-08-19	10.417	10.417	10.417	10.417		5.70%
14-08-19	9.855	10.067	10.529	9.332		0.59%
13-08-19	9.797	9.797	9.797	9.797		0.00%
12-08-19	9.797	9.797	9.797	9.797		0.00%
09-08-19	9.797	10.417	10.417	9.797		1.68%
08-08-19	9.634	9.838	9.854	9.535		0.62%
07-08-19	9.575	9.332	9.707	9.332		0.68%
06-08-19	9.51	9.332	9.542	9.248		1.91%
05-08-19	9.332	9.315	9.985	9.206		0.18%
02-08-19	9.315	9.268	9.389	9.238		-0.18%
01-08-19	9.332	9.186	9.394	9.146		1.09%
31-07-19	9.231	9.093	9.322	8.982		1.48%
30-07-19	9.096	9.042	9.322	8.787		1.15%
29-07-19	8.993	8.885	9.118	8.823		-0.07%
26-07-19	8.999	8.898	9.037	8.831		0.08%
25-07-19	8.993	8.896	8.993	8.896		0.34%
24-07-19	8.962	8.962	8.962	8.962		-0.33%
23-07-19	8.992	8.88	9.032	8.769		1.45%
22-07-19	8.863	8.955	9.011	8.709		-0.97%
19-07-19	8.95	8.858	8.968	8.794		0.13%
18-07-19	8.939	8.846	8.956	8.779		1.13%
17-07-19	8.838	8.939	9.145	8.77		0.05%
16-07-19	8.834	8.795	8.905	8.571		-1.13%
15-07-19	8.935	8.868	8.978	8.699		1.50%
12-07-19	8.803	8.885	8.885	8.712		-1.25%
11-07-19	8.914	8.693	8.914	8.649		0.94%
10-07-19	8.831	8.645	8.883	8.492		1.66%
09-07-19	8.687	8.652	9.243	8.525		-0.08%
08-07-19	8.694	8.685	8.965	8.665		-3.03%
05-07-19	8.965	8.919	9.25	8.536		3.79%
04-07-19	8.638	8.73	8.95	8.638		-2.88%
03-07-19	8.894	7.801	8.894	7.801		1.07%
02-07-19	8.8	7.801	9.001	7.801		17.89%
01-07-19	7.464	7.247	8.269	6.5		8.56%
28-06-19	6.876	8.568	8.568	6.521		5.78%
27-06-19	6.5	6.454	8.919	6.227		-11.27%
26-06-19	7.325	6.346	7.325	6.164		12.81%
25-06-19	6.493	6.18	6.493	6.18		-2.93%
24-06-19	6.689	5.911	6.689	5.911		6.40%
21-06-19	6.287	6.145	6.287	6.145		2.69%
20-06-19	6.122	6.122	6.173	6.083		-5.25%
19-06-19	6.461	6.046	6.461	6.046		5.55%
18-06-19	6.122	6.046	6.344	6.046		3.58%
17-06-19	5.911	6.046	6.077	5.911		-2.50%
14-06-19	6.062	6.065	6.201	5.973		-1.10%
13-06-19	6.129	5.896	6.129	5.241		3.24%
12-06-19	5.937	5.932	5.937	5.932		1.34%
11-06-19	5.858	5.932	5.933	5.786		-1.28%
10-06-19	5.935	5.577	5.935	4.615		1.02%
07-06-19	5.874	5.858	5.904	5.784		0.86%
06-06-19	5.824	5.081	5.824	5.081		2.22%
05-06-19	5.698	5.648	5.706	5.608		1.49%
04-06-19	5.614	5.527	5.662	5.527		-1.28%
03-06-19	5.687	5.139	5.687	5.139		4.18%
31-05-19	5.458	5.27	5.529	5.264		3.67%
30-05-19	5.265	5.241	5.277	5.241		3.69%
29-05-19	5.078	5.138	5.241	4.615		-3.11%
28-05-19	5.241	5.012	5.241	5.012		5.77%
27-05-19	4.955	4.615	5.081	4.615		-11.53%
24-05-19	5.6	4.725	5.6	4.725		24.44%
23-05-19	4.5	4.55	4.689	4.5		-2.50%
22-05-19	4.615	4.615	4.615	4.615		0.00%
21-05-19	4.615	3.483	4.615	3.363		32.50%
20-05-19	3.483	3.451	3.483	3.339		-1.10%
17-05-19	3.522	3.447	3.522	3.303		4.97%
16-05-19	3.355	3.388	3.469	3.297		-2.25%
15-05-19	3.432	3.371	3.493	3.217		3.03%
14-05-19	3.332	3.303	3.332	3.303		1.04%
13-05-19	3.297	3.303	3.375	3.297		0.00%
10-05-19	3.297	3.32	3.332	3.188		0.11%
09-05-19	3.294	3.306	3.346	3.188		-0.19%
08-05-19	3.3	3.254	3.332	3.202		-0.85%
07-05-19	3.328	3.309	3.328	3.188		2.06%
06-05-19	3.261	3.254	3.3	3.188		-1.43%
03-05-19	3.309	3.244	3.309	3.128		0.00%
02-05-19	3.308	3.244	3.308	3.188		2.84%
01-05-19	3.217	3.217	3.217	3.217		0.00%
30-04-19	3.217	3.299	3.311	3.188		-2.30%
29-04-19	3.292	3.292	3.3	3.188		1.61%
26-04-19	3.24	3.24	3.24	3.24		-0.13%
25-04-19	3.244	3.231	3.244	3.231		0.49%
24-04-19	3.228	3.228	3.228	3.223		-0.49%
23-04-19	3.244	3.247	3.271	3.207		0.00%
22-04-19	3.244	3.244	3.244	3.244		0.00%
19-04-19	3.244	3.244	3.244	3.244		0.00%
18-04-19	3.244	3.244	3.244	3.244		0.00%
17-04-19	3.244	3.192	3.244	3.192		1.78%
16-04-19	3.188	3.188	3.188	3.188		-1.74%
15-04-19	3.244	3.144	3.244	3.144		0.86%
12-04-19	3.217	3.158	3.217	3.158		2.37%
11-04-19	3.142	3.14	3.142	3.14		2.12%
10-04-19	3.077	3.128	3.138	3.054		-99.19%
09-04-19	379.5	379.5	379.5	379.5		0.00%
08-04-19	379.5	379.5	379.5	379.5		0.00%
05-04-19	379.5	379.5	379.5	379.5		0.00%
04-04-19	379.5	379.5	379.5	379.5		0.00%
03-04-19	379.5	379.5	379.5	379.5		0.00%
02-04-19	379.5	379.5	379.5	379.5		0.00%
01-04-19	379.5	379.5	379.5	379.5		0.00%
29-03-19	379.5	379.5	379.5	379.5		0.00%
28-03-19	379.5	379.5	379.5	379.5		0.00%
27-03-19	379.5	379.5	379.5	379.5		0.00%
26-03-19	379.5	379.5	379.5	379.5		0.00%
25-03-19	379.5	379.5	379.5	379.5		0.00%
22-03-19	379.5	379.5	379.5	379.5		0.00%
21-03-19	379.5	379.5	379.5	379.5		0.00%
20-03-19	379.5	379.5	379.5	379.5		0.00%
19-03-19	379.5	379.5	379.5	379.5		0.00%
18-03-19	379.5	379.5	379.5	379.5		0.00%
15-03-19	379.5	379.5	379.5	379.5		0.00%
14-03-19	379.5	379.5	379.5	379.5		0.00%
13-03-19	379.5	379.5	379.5	379.5		0.00%
12-03-19	379.5	379.5	379.5	379.5		0.00%
11-03-19	379.5	379.5	379.5	379.5		0.00%
08-03-19	379.5	379.5	379.5	379.5		0.00%
07-03-19	379.5	379.5	379.5	379.5		0.00%
06-03-19	379.5	379.5	379.5	379.5		0.00%
05-03-19	379.5	379.5	379.5	379.5		0.00%
04-03-19	379.5	379.5	379.5	379.5		0.00%
01-03-19	379.5	379.5	379.5	379.5		0.00%
28-02-19	379.5	379.5	379.5	379.5		0.00%
27-02-19	379.5	379.5	379.5	379.5		0.00%
26-02-19	379.5	379.5	379.5	379.5		0.00%
25-02-19	379.5	379.5	379.5	379.5		0.00%
22-02-19	379.5	379.5	379.5	379.5		0.00%
21-02-19	379.5	379.5	379.5	379.5		0.00%
20-02-19	379.5	379.5	379.5	379.5		0.00%
19-02-19	379.5	379.5	379.5	379.5		0.00%
18-02-19	379.5	379.5	379.5	379.5		0.00%
15-02-19	379.5	379.5	379.5	379.5		0.00%
14-02-19	379.5	379.5	379.5	379.5		0.00%
13-02-19	379.5	379.5	379.5	379.5		0.00%
12-02-19	379.5	379.5	379.5	379.5		0.00%
11-02-19	379.5	379.5	379.5	379.5		0.00%
08-02-19	379.5	379.5	379.5	379.5		0.00%
07-02-19	379.5	379.5	379.5	379.5		0.00%
06-02-19	379.5	379.5	379.5	379.5		0.00%
05-02-19	379.5	379.5	379.5	379.5		0.00%
04-02-19	379.5	379.5	379.5	379.5		0.00%
01-02-19	379.5	379.5	379.5	379.5		0.00%
31-01-19	379.5	379.5	379.5	379.5		0.00%
30-01-19	379.5	379.5	379.5	379.5		0.00%
29-01-19	379.5	379.5	379.5	379.5		0.00%
28-01-19	379.5	379.5	379.5	379.5		0.00%
25-01-19	379.5	379.5	379.5	379.5		0.00%
